category,api_name,filename,file_size_mb,row_count,column_count,missing_rate,duplicate_rate,key_columns,data_types
special_trading,equisactivityget,year_2009.csv,8.318913459777832,1000,9,0.0,0.0,"eventID, secID, secShortName, surveyDate, publishDate, updateTime","{'object': 7, 'int64': 2}"
special_trading,sechaltget,year_2023.csv,0.03205585479736328,412,9,11.11111111111111,0.0,"secID, secShortName, delistDate","{'object': 7, 'int64': 1, 'float64': 1}"
special_trading,sechaltget,year_2022.csv,0.045653343200683594,587,9,11.11111111111111,0.0,"secID, secShortName, delistDate","{'object': 7, 'int64': 1, 'float64': 1}"
special_trading,sechaltget,year_2020.csv,0.06023883819580078,775,9,11.11111111111111,0.0,"secID, secShortName, delistDate","{'object': 7, 'int64': 1, 'float64': 1}"
special_trading,sechaltget,year_2008.csv,0.8403635025024414,1000,9,11.11111111111111,0.0,"secID, secShortName, delistDate","{'object': 7, 'int64': 1, 'float64': 1}"
special_trading,sechaltget,year_2009.csv,0.503962516784668,1000,9,11.11111111111111,0.0,"secID, secShortName, delistDate","{'object': 7, 'int64': 1, 'float64': 1}"
special_trading,vfsttargetget,static_data.csv,0.7226457595825195,1000,9,8.71111111111111,0.0,"secID, secShortName, intoDate, outDate, updateTime","{'object': 6, 'int64': 3}"
special_trading,fstdetailget,year_2023.csv,102.43677425384521,1000,16,0.0,0.0,"tradeDate, secID, secShortName","{'object': 7, 'int64': 7, 'float64': 2}"
special_trading,fstdetailget,year_2022.csv,77.95413303375244,1000,16,0.0,0.0,"tradeDate, secID, secShortName","{'object': 7, 'int64': 7, 'float64': 2}"
special_trading,fstdetailget,year_2020.csv,53.794095039367676,1000,16,0.0,0.0,"tradeDate, secID, secShortName","{'object': 7, 'int64': 7, 'float64': 2}"
special_trading,fstdetailget,year_2021.csv,64.07638549804688,1000,16,0.0,0.0,"tradeDate, secID, secShortName","{'object': 7, 'int64': 7, 'float64': 2}"
special_trading,fstdetailget,year_2019.csv,36.833343505859375,1000,16,0.0,0.0,"tradeDate, secID, secShortName","{'object': 7, 'int64': 7, 'float64': 2}"
special_trading,fdmtee,year_2023.csv,0.7025976181030273,1000,75,33.586666666666666,0.0,"secID, publishDate, endDate, partyID, secShortName","{'float64': 61, 'object': 10, 'int64': 4}"
special_trading,fdmtee,year_2022.csv,0.76092529296875,1000,75,33.550666666666665,0.0,"secID, publishDate, endDate, partyID, secShortName","{'float64': 61, 'object': 10, 'int64': 4}"
special_trading,fdmtee,year_2020.csv,1.0634870529174805,1000,75,39.912,0.0,"secID, publishDate, endDate, partyID, secShortName","{'float64': 61, 'object': 10, 'int64': 4}"
special_trading,fdmtee,year_2008.csv,0.2016773223876953,512,75,44.697916666666664,0.0,"secID, publishDate, endDate, partyID, secShortName","{'float64': 61, 'object': 10, 'int64': 4}"
special_trading,fdmtee,year_2009.csv,0.225067138671875,557,75,43.437462597247155,0.0,"secID, publishDate, endDate, partyID, secShortName","{'float64': 61, 'object': 10, 'int64': 4}"
special_trading,mktequdstatsget,year_2023.csv,0.12504100799560547,1000,7,2.3857142857142857,0.0,"tradeDate, updateTime","{'object': 3, 'int64': 3, 'float64': 1}"
special_trading,mktequdstatsget,year_2022.csv,0.12579631805419922,1000,7,1.1857142857142857,0.0,"tradeDate, updateTime","{'object': 3, 'int64': 3, 'float64': 1}"
special_trading,mktequdstatsget,year_2020.csv,0.12695693969726562,1000,7,0.0,0.0,"tradeDate, updateTime","{'int64': 4, 'object': 3}"
special_trading,mktequdstatsget,year_2021.csv,0.11386966705322266,1000,7,0.0,0.0,"tradeDate, updateTime","{'int64': 4, 'object': 3}"
special_trading,mktequdstatsget,year_2019.csv,0.11501216888427734,1000,7,0.0,0.0,"tradeDate, updateTime","{'int64': 4, 'object': 3}"
special_trading,mktrankinsttrget,2010_Q3.csv,0.008184432983398438,84,11,0.0,0.0,"secID, secShortName, tradeDate, closePrice, industryID, industryName","{'object': 6, 'int64': 3, 'float64': 2}"
special_trading,mktrankinsttrget,2010_Q2.csv,0.008169174194335938,84,11,0.0,0.0,"secID, secShortName, tradeDate, closePrice, industryID, industryName","{'object': 6, 'int64': 3, 'float64': 2}"
special_trading,mktrankinsttrget,2024_Q4.csv,0.008175849914550781,84,11,0.0,0.0,"secID, secShortName, tradeDate, closePrice, industryID, industryName","{'object': 6, 'int64': 3, 'float64': 2}"
special_trading,mktrankinsttrget,2010_Q1.csv,0.008200645446777344,84,11,0.0,0.0,"secID, secShortName, tradeDate, closePrice, industryID, industryName","{'object': 6, 'int64': 3, 'float64': 2}"
special_trading,mktrankinsttrget,2012_Q4.csv,0.008164405822753906,84,11,0.0,0.0,"secID, secShortName, tradeDate, closePrice, industryID, industryName","{'object': 6, 'int64': 3, 'float64': 2}"
special_trading,mktlimitget,year_2023.csv,96.85429859161377,1000,12,16.666666666666664,0.0,"secID, secShortName, secShortNameEn, tradeDate, limitUpPrice, limitDownPrice","{'float64': 6, 'object': 5, 'int64': 1}"
special_trading,mktlimitget,year_2022.csv,89.25783729553223,1000,12,16.666666666666664,0.0,"secID, secShortName, secShortNameEn, tradeDate, limitUpPrice, limitDownPrice","{'float64': 6, 'object': 5, 'int64': 1}"
special_trading,mktlimitget,year_2020.csv,70.39106273651123,1000,12,16.666666666666664,0.0,"secID, secShortName, secShortNameEn, tradeDate, limitUpPrice, limitDownPrice","{'float64': 6, 'object': 5, 'int64': 1}"
special_trading,mktlimitget,year_2008.csv,25.46268939971924,1000,12,33.33333333333333,0.0,"secID, secShortName, secShortNameEn, tradeDate, limitUpPrice, limitDownPrice","{'float64': 6, 'object': 5, 'int64': 1}"
special_trading,mktlimitget,year_2009.csv,26.046939849853516,1000,12,33.33333333333333,0.0,"secID, secShortName, secShortNameEn, tradeDate, limitUpPrice, limitDownPrice","{'float64': 6, 'object': 5, 'int64': 1}"
special_trading,mktrankliststocksget,year_2023.csv,2.0827159881591797,1000,12,12.041666666666668,0.0,"secID, secShortName, tradeDate","{'object': 7, 'int64': 4, 'float64': 1}"
special_trading,mktrankliststocksget,year_2022.csv,2.367124557495117,1000,12,10.083333333333332,0.0,"secID, secShortName, tradeDate","{'object': 7, 'int64': 3, 'float64': 2}"
special_trading,mktrankliststocksget,year_2020.csv,2.490542411804199,1000,12,13.566666666666666,0.0,"secID, secShortName, tradeDate","{'object': 7, 'int64': 3, 'float64': 2}"
